listing_link,listing_image,listing_price,listing_property_type,listing_location,listing_rooms,listing_size,city
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/62987.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/62987/images/368206/gallery_media.jpeg,,S+2 en vente,Bizerte,3 pièces,63 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/61927.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/61927/images/353558/gallery_media.jpeg,,Villa jumelée en vente,Bizerte,196 m²,196 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/62274.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/62274/images/357122/gallery_media.jpeg,,S+2 en vente,Bizerte,3 pièces,130 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/58845.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Triplex en vente,Bizerte,205 m²,205 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/56418.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+2 en vente,Bizerte,3 pièces,51 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/61533.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+2 en vente,Bizerte,3 pièces,100 m²,Bizerte
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/56372.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,Bizerte,410 m²,410 m²,Bizerte
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/56370.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,Bizerte,420 m²,420 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/60693.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+2 en vente,Bizerte,3 pièces,65 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/53393.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa individuelle en vente,Bizerte,320 m²,320 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/53824.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa individuelle en vente,Bizerte,513 m²,513 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/55319.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+3 en vente,Bizerte,4 pièces,110 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/61074.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa jumelée en vente,Bizerte,100 m²,100 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/56782.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Maison jumelée en vente,Bizerte,160 m²,160 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/60632.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/60632/images/341532/gallery_media.jpeg,,S+3 en vente,Bizerte,4 pièces,100 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/62987.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/62987/images/368206/gallery_media.jpeg,140 000 DT,S+2 en vente,Bizerte,3 pièces,63 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/61927.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/61927/images/353558/gallery_media.jpeg,550 000 DT,Villa jumelée en vente,Bizerte,196 m²,196 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/62274.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/62274/images/357122/gallery_media.jpeg,330 000 DT,S+2 en vente,Bizerte,3 pièces,130 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/58845.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",200 000 DT,Triplex en vente,Bizerte,205 m²,205 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/56418.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",150 000 DT,S+2 en vente,Bizerte,3 pièces,51 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/61533.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",330 000 DT,S+2 en vente,Bizerte,3 pièces,100 m²,Bizerte
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/56372.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",369 000 DT,Terrain habitation ind. en vente,Bizerte,410 m²,410 m²,Bizerte
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/56370.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",378 000 DT,Terrain habitation ind. en vente,Bizerte,420 m²,420 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/60693.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",135 000 DT,S+2 en vente,Bizerte,3 pièces,65 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/53393.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",615 000 DT,Villa individuelle en vente,Bizerte,320 m²,320 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/53824.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",610 000 DT,Villa individuelle en vente,Bizerte,513 m²,513 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/55319.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",160 000 DT,S+3 en vente,Bizerte,4 pièces,110 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/61074.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",635 000 DT,Villa jumelée en vente,Bizerte,100 m²,100 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/56782.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",230 000 DT,Maison jumelée en vente,Bizerte,160 m²,160 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/60632.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",320 000 DT,S+3 en vente,Bizerte,4 pièces,100 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/48999.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/48999/images/272294/gallery_media.jpeg,350 000 DT,Duplex en vente,Bizerte,4 pièces,200 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/60671.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/60671/images/340733/gallery_media.jpeg,350 000 DT,Maison jumelée en vente,Bizerte,251 m²,251 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/59821.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/59821/images/333772/gallery_media.jpeg,273 000 DT,Etage de villa en vente,Bizerte,3 pièces,150 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/57968.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",240 000 DT,Maison jumelée en vente,Bizerte,150 m²,150 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/56820.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",650 000 DT,Villa individuelle en vente,Bizerte,305 m²,305 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/58716.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",530 000 DT,Villa individuelle en vente,Bizerte,284 m²,284 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/57906.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",600 000 DT,Villa individuelle en vente,Bizerte,300 m²,300 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/58928.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1 250 000 DT,Villa individuelle en vente,Bizerte,826 m²,826 m²,Bizerte
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/48189.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",440 000 DT,Terrain habitation ind. en vente,Bizerte,550 m²,550 m²,Bizerte
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/56298.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",691 600 DT,Terrain habitation ind. en vente,Bizerte,728 m²,728 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/53702.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Maison jumelée en vente,Bizerte,6 pièces,410 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/57418.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+2 en vente,Bizerte,3 pièces,160 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/57938.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+2 en vente,Bizerte,275 m²,275 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/56572.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa individuelle en vente,Bizerte,1865 m²,1865 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/57939.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",350 000 DT,Villa jumelée en vente,Bizerte,153 m²,153 m²,Bizerte
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/56733.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/56733/images/305082/gallery_media.jpeg,188 500 DT,Terrain habitation ind. en vente,Bizerte,377 m²,377 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/54975.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/54975/images/294095/gallery_media.jpeg,520 000 DT,S+3 en vente,Bizerte,4 pièces,250 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/50871.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/50871/images/250308/gallery_media.jpeg,95 000 DT,Etage de villa en vente,Bizerte,2 pièces,113 m²,Bizerte
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/55393.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",711 000 DT,Terrain habitation ind. en vente,Bizerte,790 m²,790 m²,Bizerte
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/56159.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",600 000 DT,Terrain agricole en vente,Bizerte,6045 m²,6045 m²,Bizerte
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/47265.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",290 000 DT,Terrain habitation ind. en vente,Bizerte,414 m²,414 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/55785.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",480 000 DT,Villa jumelée en vente,Bizerte,270 m²,270 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/45686.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",350 000 DT,Duplex en vente,Bizerte,194 m²,194 m²,Bizerte
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/47192.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",595 000 DT,Terrain habitation ind. en vente,Bizerte,540 m²,540 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/49177.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",220 000 DT,Etage de villa en vente,Bizerte,3 pièces,120 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/51008.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",310 000 DT,S+2 en vente,Bizerte,4 pièces,128 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/51865.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",160 000 DT,S+2 en vente,Bizerte,3 pièces,140 m²,Bizerte
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/46815.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",725 000 DT,Villa individuelle en vente,Bizerte,5 pièces,460 m²,Bizerte
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/57778.html,https://cdn-media.medialabtc.it/tn/agencies/naca2/estates/57778/images/312723/gallery_media.jpeg,,S+2 en vente,"Nabeul, Cite wafa nabeul - Nabeul AFH",3 pièces,105 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/nabeul/57129.html,https://cdn-media.medialabtc.it/tn/agencies/naca2/estates/57129/images/308183/gallery_media.jpeg,,Villa en bande en vente,"Nabeul, Afh Nabeul - Nabeul AFH",2 pièces,200 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/hammamet/57915.html,https://cdn-media.medialabtc.it/tn/agencies/naha2/estates/57915/images/339351/gallery_media.jpeg,,S+2 en vente,"Hammamet, Avenue omar khayem - Hammamet Nord",2 pièces,120 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/55911.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain agricole en vente,"Hammamet, Rue mrezga - Hammamet Nord",354 m²,354 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/56906.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain agricole en vente,"Hammamet, Mrezga, Rue gharnata - Hammamet Nord",225 m²,225 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/59059.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+3 en vente,"Kélibia, s+3 sidi ben aissa",156 m²,156 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/62435.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+2 en vente,Nabeul - Nabeul Centre-Ville,3 pièces,110 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/nabeul/62650.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa jumelée en vente,Nabeul - Nabeul Centre-Ville,204 m²,204 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/nabeul/63419.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain agricole en vente,Nabeul - Nabeul Centre-Ville,2500 m²,2500 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/59911.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Penthouse en vente,"Kélibia, Rue sakiet sidi youssef",3 pièces,156 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/kelibia/62109.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,"Kélibia, Ain grenz",1163 m²,1163 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/kelibia/61827.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,"Kélibia, Rue Tagdimen",613 m²,613 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/60421.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+3 en vente,"Kélibia, Jinene Mansoura",156 m²,156 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/kelibia/56599.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,"Kélibia, Cité Erriadh",164 m²,164 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/kelibia/58545.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,"Kélibia, Cité mamounia",800 m²,800 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/kelibia/55599.html,https://cdn-media.medialabtc.it/tn/agencies/naca4/estates/55599/images/365259/gallery_media.jpeg,535 000 DT,Villa inachevée en vente,"Kélibia, Rue de Tripoli",400 m²,400 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/kelibia/50479.html,https://cdn-media.medialabtc.it/tn/agencies/naca4/estates/50479/images/365217/gallery_media.jpeg,510 000 DT,Terrain habitation ind. en vente,"Kélibia, Av de lenvironment",417 m²,417 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/kelibia/55545.html,https://cdn-media.medialabtc.it/tn/agencies/naca4/estates/55545/images/357000/gallery_media.jpeg,285 000 DT,Terrain habitation ind. en vente,"Kélibia, Av de la ligne arabe",257 m²,257 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/61217.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",400 000 DT,S+2 en vente,Nabeul - Nabeul Centre-Ville,3 pièces,125 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/61216.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",400 000 DT,S+2 en vente,Nabeul - Nabeul Centre-Ville,3 pièces,120 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/61174.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",400 000 DT,S+2 en vente,Nabeul - Nabeul Centre-Ville,3 pièces,128 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/kelibia/62747.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",600 000 DT,Villa en bande en vente,"Kélibia, Rue de Tripoli",5 pièces,400 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/kelibia/62839.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",155 000 DT,Etage de villa en vente,"Kélibia, Jinen mansoura",152 m²,152 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/63471.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",280 000 DT,S+2 en vente,Nabeul - Nabeul Centre-Ville,3 pièces,120 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/62024.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",410 000 DT,Triplex en vente,Nabeul - Nabeul Centre-Ville,390 m²,390 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/56365.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",560 000 DT,S+3 en vente,Nabeul - Nabeul Centre-Ville,4 pièces,304 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/60319.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",175 000 DT,S+2 en vente,"Kélibia, Jinen Mansoura",3 pièces,100 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/62446.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",180 000 DT,S+2 en vente,"Kélibia, Avenue des nations Unies",2 pièces,100 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/62097.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",220 000 DT,S+3 en vente,"Kélibia, Cité Merdes",4 pièces,120 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/nabeul/58259.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",700 000 DT,Villa jumelée en vente,Nabeul - Nabeul Centre-Ville,313 m²,313 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/59939.html,https://cdn-media.medialabtc.it/tn/agencies/naca1/estates/59939/images/336990/gallery_media.jpeg,600 000 DT,S+3 en vente,Nabeul - Nabeul Centre-Ville,4 pièces,200 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/nabeul/62239.html,https://cdn-media.medialabtc.it/tn/agencies/naca1/estates/62239/images/354014/gallery_media.jpeg,400 000 DT,Villa en bande en vente,Nabeul - Nabeul Centre-Ville,76 m²,76 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/kelibia/59917.html,https://cdn-media.medialabtc.it/tn/agencies/naca4/estates/59917/images/332756/gallery_media.jpeg,370 000 DT,Villa jumelée en vente,"Kélibia, s+3 Jinen el Mansourah",122 m²,122 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/kelibia/61814.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",950 000 DT,Villa individuelle en vente,"Kélibia, Manzel temime",4 pièces,350 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/kelibia/59861.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2 100 000 DT,Villa jumelée en vente,"Kélibia, Ain Grenez",650 m²,650 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/kelibia/59516.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation collective en vente,"Kélibia, Av de L'environnement",1691 m²,1691 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/kelibia/60272.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",35 000 DT,Terrain habitation ind. en vente,"Kélibia, Dar Allouch",157 m²,157 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/kelibia/63054.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",260 000 DT,Villa individuelle en vente,"Kélibia, Rue Kelibia",2 pièces,200 m²,Nabeul
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/62442.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",295 000 DT,S+3 en vente,"Kélibia, Rue kerkouen",3 pièces,83 m²,Nabeul
https://www.tecnocasa.tn/vendre/villa/cap-bon/nabeul/48654.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",850 000 DT,Villa jumelée en vente,Nabeul - Nabeul Centre-Ville,3 pièces,200 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/nabeul/54046.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",660 000 DT,Terrain habitation ind. en vente,Nabeul - Nabeul Centre-Ville,220 m²,220 m²,Nabeul
https://www.tecnocasa.tn/vendre/terrain/cap-bon/nabeul/49246.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",250 000 DT,Terrain habitation ind. en vente,Nabeul - Nabeul Centre-Ville,296 m²,296 m²,Nabeul
